,date,variable,value
34859,2005-10-31,サービス(保健医療),7293
34860,2005-11-30,サービス(保健医療),8427
34861,2005-12-31,サービス(保健医療),8249
34862,2006-01-31,サービス(保健医療),7477
34863,2006-02-28,サービス(保健医療),7689
34864,2006-03-31,サービス(保健医療),7212
34865,2006-04-30,サービス(保健医療),6852
34866,2006-05-31,サービス(保健医療),7624
34867,2006-06-30,サービス(保健医療),8676
34868,2006-07-31,サービス(保健医療),6550
34869,2006-08-31,サービス(保健医療),7634
34870,2006-09-30,サービス(保健医療),8021
34871,2006-10-31,サービス(保健医療),7656
34872,2006-11-30,サービス(保健医療),9028
34873,2006-12-31,サービス(保健医療),9197
34874,2007-01-31,サービス(保健医療),7320
34875,2007-02-28,サービス(保健医療),7455
34876,2007-03-31,サービス(保健医療),8256
34877,2007-04-30,サービス(保健医療),7345
34878,2007-05-31,サービス(保健医療),8712
34879,2007-06-30,サービス(保健医療),8578
34880,2007-07-31,サービス(保健医療),8122
34881,2007-08-31,サービス(保健医療),8297
34882,2007-09-30,サービス(保健医療),7647
34883,2007-10-31,サービス(保健医療),8308
34884,2007-11-30,サービス(保健医療),9042
34885,2007-12-31,サービス(保健医療),9257
34886,2008-01-31,サービス(保健医療),7918
34887,2008-02-29,サービス(保健医療),8281
34888,2008-03-31,サービス(保健医療),8038
34889,2008-04-30,サービス(保健医療),7675
34890,2008-05-31,サービス(保健医療),7089
34891,2008-06-30,サービス(保健医療),7249
34892,2008-07-31,サービス(保健医療),7738
34893,2008-08-31,サービス(保健医療),7604
34894,2008-09-30,サービス(保健医療),6672
34895,2008-10-31,サービス(保健医療),7089
34896,2008-11-30,サービス(保健医療),8556
34897,2008-12-31,サービス(保健医療),7826
34898,2009-01-31,サービス(保健医療),7502
34899,2009-02-28,サービス(保健医療),7045
34900,2009-03-31,サービス(保健医療),8451
34901,2009-04-30,サービス(保健医療),6752
34902,2009-05-31,サービス(保健医療),6503
34903,2009-06-30,サービス(保健医療),8097
34904,2009-07-31,サービス(保健医療),7180
34905,2009-08-31,サービス(保健医療),7297
34906,2009-09-30,サービス(保健医療),7612
34907,2009-10-31,サービス(保健医療),7970
34908,2009-11-30,サービス(保健医療),9444
34909,2009-12-31,サービス(保健医療),8436
34910,2010-01-31,サービス(保健医療),7110
34911,2010-02-28,サービス(保健医療),6584
34912,2010-03-31,サービス(保健医療),7069
34913,2010-04-30,サービス(保健医療),6662
34914,2010-05-31,サービス(保健医療),6105
34915,2010-06-30,サービス(保健医療),6677
34916,2010-07-31,サービス(保健医療),7100
34917,2010-08-31,サービス(保健医療),5875
34918,2010-09-30,サービス(保健医療),6951
34919,2010-10-31,サービス(保健医療),7017
34920,2010-11-30,サービス(保健医療),7893
34921,2010-12-31,サービス(保健医療),8116
34922,2011-01-31,サービス(保健医療),7039
34923,2011-02-28,サービス(保健医療),6898
34924,2011-03-31,サービス(保健医療),7831
34925,2011-04-30,サービス(保健医療),7862
34926,2011-05-31,サービス(保健医療),6458
34927,2011-06-30,サービス(保健医療),6568
34928,2011-07-31,サービス(保健医療),6923
34929,2011-08-31,サービス(保健医療),6386
34930,2011-09-30,サービス(保健医療),6825
34931,2011-10-31,サービス(保健医療),7801
34932,2011-11-30,サービス(保健医療),7731
34933,2011-12-31,サービス(保健医療),7513
34934,2012-01-31,サービス(保健医療),5982
34935,2012-02-29,サービス(保健医療),6881
34936,2012-03-31,サービス(保健医療),8048
34937,2012-04-30,サービス(保健医療),6574
34938,2012-05-31,サービス(保健医療),6523
34939,2012-06-30,サービス(保健医療),6539
34940,2012-07-31,サービス(保健医療),7710
34941,2012-08-31,サービス(保健医療),7292
34942,2012-09-30,サービス(保健医療),7004
34943,2012-10-31,サービス(保健医療),7850
34944,2012-11-30,サービス(保健医療),7777
34945,2012-12-31,サービス(保健医療),7167
34946,2013-01-31,サービス(保健医療),6323
34947,2013-02-28,サービス(保健医療),6313
34948,2013-03-31,サービス(保健医療),7898
34949,2013-04-30,サービス(保健医療),6927
34950,2013-05-31,サービス(保健医療),7026
34951,2013-06-30,サービス(保健医療),7424
34952,2013-07-31,サービス(保健医療),7037
34953,2013-08-31,サービス(保健医療),6848
34954,2013-09-30,サービス(保健医療),6922
34955,2013-10-31,サービス(保健医療),7238
34956,2013-11-30,サービス(保健医療),7810
34957,2013-12-31,サービス(保健医療),7064
34958,2014-01-31,サービス(保健医療),6440
34959,2014-02-28,サービス(保健医療),6889
34960,2014-03-31,サービス(保健医療),7646
34961,2014-04-30,サービス(保健医療),7360
34962,2014-05-31,サービス(保健医療),6335
34963,2014-06-30,サービス(保健医療),6624
34964,2014-07-31,サービス(保健医療),6988
34965,2014-08-31,サービス(保健医療),7003
34966,2014-09-30,サービス(保健医療),6583
34967,2014-10-31,サービス(保健医療),8132
34968,2014-11-30,サービス(保健医療),8109
34969,2014-12-31,サービス(保健医療),7698
34970,2015-01-31,サービス(保健医療),6662
34971,2015-02-28,サービス(保健医療),6604
34972,2015-03-31,サービス(保健医療),7686
34973,2015-04-30,サービス(保健医療),7148
34974,2015-05-31,サービス(保健医療),6408
34975,2015-06-30,サービス(保健医療),6973
34976,2015-07-31,サービス(保健医療),6715
34977,2015-08-31,サービス(保健医療),6622
34978,2015-09-30,サービス(保健医療),6462
34979,2015-10-31,サービス(保健医療),7298
34980,2015-11-30,サービス(保健医療),7704
34981,2015-12-31,サービス(保健医療),8631
34982,2016-01-31,サービス(保健医療),7511
34983,2016-02-29,サービス(保健医療),7670
34984,2016-03-31,サービス(保健医療),7680
34985,2016-04-30,サービス(保健医療),7090
34986,2016-05-31,サービス(保健医療),6365
34987,2016-06-30,サービス(保健医療),7321
34988,2016-07-31,サービス(保健医療),7244
34989,2016-08-31,サービス(保健医療),7044
34990,2016-09-30,サービス(保健医療),6615
34991,2016-10-31,サービス(保健医療),6838
34992,2016-11-30,サービス(保健医療),7703
34993,2016-12-31,サービス(保健医療),6909
34994,2017-01-31,サービス(保健医療),6194
34995,2017-02-28,サービス(保健医療),6855
34996,2017-03-31,サービス(保健医療),6841
34997,2017-04-30,サービス(保健医療),6881
34998,2017-05-31,サービス(保健医療),6379
34999,2017-06-30,サービス(保健医療),7524
35000,2017-07-31,サービス(保健医療),6556
35001,2017-08-31,サービス(保健医療),6612
35002,2017-09-30,サービス(保健医療),7029
35003,2017-10-31,サービス(保健医療),7834
35004,2017-11-30,サービス(保健医療),7976
35005,2017-12-31,サービス(保健医療),8195
35006,2018-01-31,サービス(保健医療),7150
35007,2018-02-28,サービス(保健医療),7186
35008,2018-03-31,サービス(保健医療),7909
35009,2018-04-30,サービス(保健医療),7282
35010,2018-05-31,サービス(保健医療),7294
35011,2018-06-30,サービス(保健医療),7469
35012,2018-07-31,サービス(保健医療),7289
35013,2018-08-31,サービス(保健医療),7777
35014,2018-09-30,サービス(保健医療),6780
35015,2018-10-31,サービス(保健医療),7735
35016,2018-11-30,サービス(保健医療),8104
35017,2018-12-31,サービス(保健医療),7657
35018,2019-01-31,サービス(保健医療),7174
35019,2019-02-28,サービス(保健医療),7351
35020,2019-03-31,サービス(保健医療),7691
35021,2019-04-30,サービス(保健医療),7229
35022,2019-05-31,サービス(保健医療),7181
35023,2019-06-30,サービス(保健医療),7964
35024,2019-07-31,サービス(保健医療),8248
35025,2019-08-31,サービス(保健医療),7666
35026,2019-09-30,サービス(保健医療),7727
35027,2019-10-31,サービス(保健医療),7980
35028,2019-11-30,サービス(保健医療),8750
35029,2019-12-31,サービス(保健医療),8604
35030,2020-01-31,サービス(保健医療),7681
35031,2020-02-29,サービス(保健医療),7520
35032,2020-03-31,サービス(保健医療),7571
35033,2020-04-30,サービス(保健医療),6142
35034,2020-05-31,サービス(保健医療),5427
35035,2000-01-31,交通・通信(財・サービス),31386
35036,2000-02-29,交通・通信(財・サービス),31041
35037,2000-03-31,交通・通信(財・サービス),39097
35038,2000-04-30,交通・通信(財・サービス),41356
35039,2000-05-31,交通・通信(財・サービス),36089
35040,2000-06-30,交通・通信(財・サービス),34219
35041,2000-07-31,交通・通信(財・サービス),40606
35042,2000-08-31,交通・通信(財・サービス),35593
35043,2000-09-30,交通・通信(財・サービス),36437
35044,2000-10-31,交通・通信(財・サービス),33333
35045,2000-11-30,交通・通信(財・サービス),36738
35046,2000-12-31,交通・通信(財・サービス),42855
35047,2001-01-31,交通・通信(財・サービス),32148
35048,2001-02-28,交通・通信(財・サービス),38719
35049,2001-03-31,交通・通信(財・サービス),43327
35050,2001-04-30,交通・通信(財・サービス),38563
35051,2001-05-31,交通・通信(財・サービス),33541
35052,2001-06-30,交通・通信(財・サービス),31452
35053,2001-07-31,交通・通信(財・サービス),40558
35054,2001-08-31,交通・通信(財・サービス),36420
35055,2001-09-30,交通・通信(財・サービス),32974
35056,2001-10-31,交通・通信(財・サービス),36823
35057,2001-11-30,交通・通信(財・サービス),37809
35058,2001-12-31,交通・通信(財・サービス),37929
35059,2002-01-31,交通・通信(財・サービス),35432
35060,2002-02-28,交通・通信(財・サービス),31911
35061,2002-03-31,交通・通信(財・サービス),43193
35062,2002-04-30,交通・通信(財・サービス),37483
35063,2002-05-31,交通・通信(財・サービス),33634
35064,2002-06-30,交通・通信(財・サービス),34789
35065,2002-07-31,交通・通信(財・サービス),40462
35066,2002-08-31,交通・通信(財・サービス),35121
35067,2002-09-30,交通・通信(財・サービス),37679
35068,2002-10-31,交通・通信(財・サービス),36571
35069,2002-11-30,交通・通信(財・サービス),36722
35070,2002-12-31,交通・通信(財・サービス),38451
35071,2003-01-31,交通・通信(財・サービス),34801
35072,2003-02-28,交通・通信(財・サービス),34485
35073,2003-03-31,交通・通信(財・サービス),43123
35074,2003-04-30,交通・通信(財・サービス),40725
35075,2003-05-31,交通・通信(財・サービス),32430
35076,2003-06-30,交通・通信(財・サービス),37208
35077,2003-07-31,交通・通信(財・サービス),40909
35078,2003-08-31,交通・通信(財・サービス),38686
35079,2003-09-30,交通・通信(財・サービス),36622
35080,2003-10-31,交通・通信(財・サービス),36976
35081,2003-11-30,交通・通信(財・サービス),37830
35082,2003-12-31,交通・通信(財・サービス),37285
35083,2004-01-31,交通・通信(財・サービス),34551
35084,2004-02-29,交通・通信(財・サービス),39783
35085,2004-03-31,交通・通信(財・サービス),45192
35086,2004-04-30,交通・通信(財・サービス),44689
35087,2004-05-31,交通・通信(財・サービス),39079
35088,2004-06-30,交通・通信(財・サービス),34144
35089,2004-07-31,交通・通信(財・サービス),40481
35090,2004-08-31,交通・通信(財・サービス),39594
35091,2004-09-30,交通・通信(財・サービス),37344
35092,2004-10-31,交通・通信(財・サービス),37604
35093,2004-11-30,交通・通信(財・サービス),36974
35094,2004-12-31,交通・通信(財・サービス),40385
35095,2005-01-31,交通・通信(財・サービス),36991
35096,2005-02-28,交通・通信(財・サービス),36526
35097,2005-03-31,交通・通信(財・サービス),45755
35098,2005-04-30,交通・通信(財・サービス),41103
35099,2005-05-31,交通・通信(財・サービス),38411
35100,2005-06-30,交通・通信(財・サービス),37631
35101,2005-07-31,交通・通信(財・サービス),35731
35102,2005-08-31,交通・通信(財・サービス),39859
35103,2005-09-30,交通・通信(財・サービス),40341
35104,2005-10-31,交通・通信(財・サービス),39488
35105,2005-11-30,交通・通信(財・サービス),36092
35106,2005-12-31,交通・通信(財・サービス),38256
35107,2006-01-31,交通・通信(財・サービス),35064
35108,2006-02-28,交通・通信(財・サービス),32733
35109,2006-03-31,交通・通信(財・サービス),39030
35110,2006-04-30,交通・通信(財・サービス),40880
35111,2006-05-31,交通・通信(財・サービス),37400
35112,2006-06-30,交通・通信(財・サービス),36826
35113,2006-07-31,交通・通信(財・サービス),41629
35114,2006-08-31,交通・通信(財・サービス),39488
35115,2006-09-30,交通・通信(財・サービス),34497
35116,2006-10-31,交通・通信(財・サービス),39390
35117,2006-11-30,交通・通信(財・サービス),39747
35118,2006-12-31,交通・通信(財・サービス),39476
35119,2007-01-31,交通・通信(財・サービス),37445
35120,2007-02-28,交通・通信(財・サービス),35000
35121,2007-03-31,交通・通信(財・サービス),42674
35122,2007-04-30,交通・通信(財・サービス),40022
35123,2007-05-31,交通・通信(財・サービス),36059
35124,2007-06-30,交通・通信(財・サービス),34992
35125,2007-07-31,交通・通信(財・サービス),40891
35126,2007-08-31,交通・通信(財・サービス),38804
35127,2007-09-30,交通・通信(財・サービス),37071
35128,2007-10-31,交通・通信(財・サービス),39475
35129,2007-11-30,交通・通信(財・サービス),35115
35130,2007-12-31,交通・通信(財・サービス),41575
35131,2008-01-31,交通・通信(財・サービス),42691
35132,2008-02-29,交通・通信(財・サービス),33959
35133,2008-03-31,交通・通信(財・サービス),40059
35134,2008-04-30,交通・通信(財・サービス),40814
35135,2008-05-31,交通・通信(財・サービス),37729
35136,2008-06-30,交通・通信(財・サービス),38157
35137,2008-07-31,交通・通信(財・サービス),42303
35138,2008-08-31,交通・通信(財・サービス),40851
35139,2008-09-30,交通・通信(財・サービス),39233
35140,2008-10-31,交通・通信(財・サービス),38988
35141,2008-11-30,交通・通信(財・サービス),38056
35142,2008-12-31,交通・通信(財・サービス),39063
35143,2009-01-31,交通・通信(財・サービス),33842
35144,2009-02-28,交通・通信(財・サービス),37140
35145,2009-03-31,交通・通信(財・サービス),41069
35146,2009-04-30,交通・通信(財・サービス),36959
35147,2009-05-31,交通・通信(財・サービス),35264
35148,2009-06-30,交通・通信(財・サービス),38332
35149,2009-07-31,交通・通信(財・サービス),39597
35150,2009-08-31,交通・通信(財・サービス),39159
35151,2009-09-30,交通・通信(財・サービス),38078
35152,2009-10-31,交通・通信(財・サービス),38842
35153,2009-11-30,交通・通信(財・サービス),37100
35154,2009-12-31,交通・通信(財・サービス),43460
35155,2010-01-31,交通・通信(財・サービス),38389
35156,2010-02-28,交通・通信(財・サービス),35450
35157,2010-03-31,交通・通信(財・サービス),47118
35158,2010-04-30,交通・通信(財・サービス),37077
35159,2010-05-31,交通・通信(財・サービス),38797
35160,2010-06-30,交通・通信(財・サービス),37174
35161,2010-07-31,交通・通信(財・サービス),41723
35162,2010-08-31,交通・通信(財・サービス),42780
35163,2010-09-30,交通・通信(財・サービス),38699
35164,2010-10-31,交通・通信(財・サービス),36592
35165,2010-11-30,交通・通信(財・サービス),36724
35166,2010-12-31,交通・通信(財・サービス),38884
35167,2011-01-31,交通・通信(財・サービス),37964
35168,2011-02-28,交通・通信(財・サービス),34697
35169,2011-03-31,交通・通信(財・サービス),40945
35170,2011-04-30,交通・通信(財・サービス),36782
35171,2011-05-31,交通・通信(財・サービス),34974
35172,2011-06-30,交通・通信(財・サービス),33289
35173,2011-07-31,交通・通信(財・サービス),35724
35174,2011-08-31,交通・通信(財・サービス),38137
35175,2011-09-30,交通・通信(財・サービス),35001
35176,2011-10-31,交通・通信(財・サービス),37174
35177,2011-11-30,交通・通信(財・サービス),36766
35178,2011-12-31,交通・通信(財・サービス),38506
35179,2012-01-31,交通・通信(財・サービス),36262
35180,2012-02-29,交通・通信(財・サービス),36226
35181,2012-03-31,交通・通信(財・サービス),44244
35182,2012-04-30,交通・通信(財・サービス),43114
35183,2012-05-31,交通・通信(財・サービス),40233
35184,2012-06-30,交通・通信(財・サービス),39886
35185,2012-07-31,交通・通信(財・サービス),41804
35186,2012-08-31,交通・通信(財・サービス),40895
35187,2012-09-30,交通・通信(財・サービス),39470
35188,2012-10-31,交通・通信(財・サービス),40470
35189,2012-11-30,交通・通信(財・サービス),38412
35190,2012-12-31,交通・通信(財・サービス),41973
35191,2013-01-31,交通・通信(財・サービス),39627
35192,2013-02-28,交通・通信(財・サービス),40687
35193,2013-03-31,交通・通信(財・サービス),49324
35194,2013-04-30,交通・通信(財・サービス),42238
35195,2013-05-31,交通・通信(財・サービス),36408
35196,2013-06-30,交通・通信(財・サービス),36722
35197,2013-07-31,交通・通信(財・サービス),42173
35198,2013-08-31,交通・通信(財・サービス),39255
35199,2013-09-30,交通・通信(財・サービス),42019
35200,2013-10-31,交通・通信(財・サービス),44805
35201,2013-11-30,交通・通信(財・サービス),39790
35202,2013-12-31,交通・通信(財・サービス),46397
35203,2014-01-31,交通・通信(財・サービス),40835
35204,2014-02-28,交通・通信(財・サービス),39522
35205,2014-03-31,交通・通信(財・サービス),56337
35206,2014-04-30,交通・通信(財・サービス),41956
35207,2014-05-31,交通・通信(財・サービス),34842
35208,2014-06-30,交通・通信(財・サービス),38820
35209,2014-07-31,交通・通信(財・サービス),41612
35210,2014-08-31,交通・通信(財・サービス),39091
35211,2014-09-30,交通・通信(財・サービス),45744
35212,2014-10-31,交通・通信(財・サービス),44042
35213,2014-11-30,交通・通信(財・サービス),41550
35214,2014-12-31,交通・通信(財・サービス),40864
35215,2015-01-31,交通・通信(財・サービス),38553
35216,2015-02-28,交通・通信(財・サービス),39796
35217,2015-03-31,交通・通信(財・サービス),47568
35218,2015-04-30,交通・通信(財・サービス),43927
35219,2015-05-31,交通・通信(財・サービス),38916
35220,2015-06-30,交通・通信(財・サービス),37704
35221,2015-07-31,交通・通信(財・サービス),41269
35222,2015-08-31,交通・通信(財・サービス),41242
35223,2015-09-30,交通・通信(財・サービス),40433
35224,2015-10-31,交通・通信(財・サービス),39370
35225,2015-11-30,交通・通信(財・サービス),39701
35226,2015-12-31,交通・通信(財・サービス),36599
35227,2016-01-31,交通・通信(財・サービス),39110
35228,2016-02-29,交通・通信(財・サービス),40414
35229,2016-03-31,交通・通信(財・サービス),40550
35230,2016-04-30,交通・通信(財・サービス),41349
35231,2016-05-31,交通・通信(財・サービス),39623
35232,2016-06-30,交通・通信(財・サービス),35375
35233,2016-07-31,交通・通信(財・サービス),37053
35234,2016-08-31,交通・通信(財・サービス),37280
35235,2016-09-30,交通・通信(財・サービス),39855
35236,2016-10-31,交通・通信(財・サービス),38718
35237,2016-11-30,交通・通信(財・サービス),41013
35238,2016-12-31,交通・通信(財・サービス),40436
35239,2017-01-31,交通・通信(財・サービス),37664
35240,2017-02-28,交通・通信(財・サービス),37611
35241,2017-03-31,交通・通信(財・サービス),43918
35242,2017-04-30,交通・通信(財・サービス),38546
35243,2017-05-31,交通・通信(財・サービス),42412
35244,2017-06-30,交通・通信(財・サービス),37491
35245,2017-07-31,交通・通信(財・サービス),40281
35246,2017-08-31,交通・通信(財・サービス),39774
35247,2017-09-30,交通・通信(財・サービス),39104
35248,2017-10-31,交通・通信(財・サービス),40421
35249,2017-11-30,交通・通信(財・サービス),41650
35250,2017-12-31,交通・通信(財・サービス),39688
35251,2018-01-31,交通・通信(財・サービス),39170
35252,2018-02-28,交通・通信(財・サービス),41790
35253,2018-03-31,交通・通信(財・サービス),45775
35254,2018-04-30,交通・通信(財・サービス),38501
35255,2018-05-31,交通・通信(財・サービス),43330
35256,2018-06-30,交通・通信(財・サービス),39298
35257,2018-07-31,交通・通信(財・サービス),45062
35258,2018-08-31,交通・通信(財・サービス),46687
35259,2018-09-30,交通・通信(財・サービス),40066
35260,2018-10-31,交通・通信(財・サービス),43161
35261,2018-11-30,交通・通信(財・サービス),41891
35262,2018-12-31,交通・通信(財・サービス),42431
35263,2019-01-31,交通・通信(財・サービス),41515
35264,2019-02-28,交通・通信(財・サービス),44418
35265,2019-03-31,交通・通信(財・サービス),47212
35266,2019-04-30,交通・通信(財・サービス),43064
35267,2019-05-31,交通・通信(財・サービス),44881
35268,2019-06-30,交通・通信(財・サービス),40359
35269,2019-07-31,交通・通信(財・サービス),45524
35270,2019-08-31,交通・通信(財・サービス),47721
35271,2019-09-30,交通・通信(財・サービス),45913
35272,2019-10-31,交通・通信(財・サービス),40531
35273,2019-11-30,交通・通信(財・サービス),41876
35274,2019-12-31,交通・通信(財・サービス),42754
35275,2020-01-31,交通・通信(財・サービス),38918
35276,2020-02-29,交通・通信(財・サービス),42390
35277,2020-03-31,交通・通信(財・サービス),47231
35278,2020-04-30,交通・通信(財・サービス),39111
35279,2020-05-31,交通・通信(財・サービス),34248
35280,2000-01-31,耐久財(交通・通信),4435
35281,2000-02-29,耐久財(交通・通信),5455
35282,2000-03-31,耐久財(交通・通信),9004
35283,2000-04-30,耐久財(交通・通信),10981
35284,2000-05-31,耐久財(交通・通信),6613
35285,2000-06-30,耐久財(交通・通信),6463
35286,2000-07-31,耐久財(交通・通信),9170
35287,2000-08-31,耐久財(交通・通信),4007
35288,2000-09-30,耐久財(交通・通信),8639
35289,2000-10-31,耐久財(交通・通信),4024
35290,2000-11-30,耐久財(交通・通信),6768
35291,2000-12-31,耐久財(交通・通信),10144
35292,2001-01-31,耐久財(交通・通信),3639
35293,2001-02-28,耐久財(交通・通信),10927
35294,2001-03-31,耐久財(交通・通信),12595
35295,2001-04-30,耐久財(交通・通信),8536
35296,2001-05-31,耐久財(交通・通信),4052
35297,2001-06-30,耐久財(交通・通信),4711
35298,2001-07-31,耐久財(交通・通信),9575
35299,2001-08-31,耐久財(交通・通信),4911
35300,2001-09-30,耐久財(交通・通信),5946
35301,2001-10-31,耐久財(交通・通信),7352
35302,2001-11-30,耐久財(交通・通信),7758
35303,2001-12-31,耐久財(交通・通信),5941
35304,2002-01-31,耐久財(交通・通信),6562
35305,2002-02-28,耐久財(交通・通信),5584
35306,2002-03-31,耐久財(交通・通信),11346
35307,2002-04-30,耐久財(交通・通信),5415
35308,2002-05-31,耐久財(交通・通信),4456
35309,2002-06-30,耐久財(交通・通信),7026
35310,2002-07-31,耐久財(交通・通信),8165
35311,2002-08-31,耐久財(交通・通信),3692
35312,2002-09-30,耐久財(交通・通信),6197
35313,2002-10-31,耐久財(交通・通信),5832
35314,2002-11-30,耐久財(交通・通信),5900
35315,2002-12-31,耐久財(交通・通信),4829
35316,2003-01-31,耐久財(交通・通信),4448
35317,2003-02-28,耐久財(交通・通信),5677
35318,2003-03-31,耐久財(交通・通信),10439
35319,2003-04-30,耐久財(交通・通信),9159
35320,2003-05-31,耐久財(交通・通信),3842
35321,2003-06-30,耐久財(交通・通信),7268
35322,2003-07-31,耐久財(交通・通信),9521
35323,2003-08-31,耐久財(交通・通信),6095
35324,2003-09-30,耐久財(交通・通信),5393
35325,2003-10-31,耐久財(交通・通信),5729
35326,2003-11-30,耐久財(交通・通信),6704
35327,2003-12-31,耐久財(交通・通信),3033
35328,2004-01-31,耐久財(交通・通信),4802
35329,2004-02-29,耐久財(交通・通信),10326
35330,2004-03-31,耐久財(交通・通信),11270
35331,2004-04-30,耐久財(交通・通信),11406
35332,2004-05-31,耐久財(交通・通信),7282
35333,2004-06-30,耐久財(交通・通信),4568
35334,2004-07-31,耐久財(交通・通信),8302
35335,2004-08-31,耐久財(交通・通信),5489
35336,2004-09-30,耐久財(交通・通信),5554
35337,2004-10-31,耐久財(交通・通信),6847
35338,2004-11-30,耐久財(交通・通信),4306
35339,2004-12-31,耐久財(交通・通信),7195
35340,2005-01-31,耐久財(交通・通信),5322
35341,2005-02-28,耐久財(交通・通信),7299
35342,2005-03-31,耐久財(交通・通信),11405
35343,2005-04-30,耐久財(交通・通信),8398
35344,2005-05-31,耐久財(交通・通信),5480
35345,2005-06-30,耐久財(交通・通信),5823
35346,2005-07-31,耐久財(交通・通信),3372
35347,2005-08-31,耐久財(交通・通信),4611
35348,2005-09-30,耐久財(交通・通信),7167
35349,2005-10-31,耐久財(交通・通信),6152
35350,2005-11-30,耐久財(交通・通信),3377
35351,2005-12-31,耐久財(交通・通信),4327
35352,2006-01-31,耐久財(交通・通信),4141
35353,2006-02-28,耐久財(交通・通信),3298
35354,2006-03-31,耐久財(交通・通信),6314
35355,2006-04-30,耐久財(交通・通信),7217
35356,2006-05-31,耐久財(交通・通信),3589
35357,2006-06-30,耐久財(交通・通信),5742
35358,2006-07-31,耐久財(交通・通信),7684
35359,2006-08-31,耐久財(交通・通信),4775
35360,2006-09-30,耐久財(交通・通信),3434
35361,2006-10-31,耐久財(交通・通信),5461
35362,2006-11-30,耐久財(交通・通信),5738
35363,2006-12-31,耐久財(交通・通信),4988
35364,2007-01-31,耐久財(交通・通信),5318
35365,2007-02-28,耐久財(交通・通信),5010
35366,2007-03-31,耐久財(交通・通信),8922
35367,2007-04-30,耐久財(交通・通信),6769
35368,2007-05-31,耐久財(交通・通信),3315
35369,2007-06-30,耐久財(交通・通信),4961
35370,2007-07-31,耐久財(交通・通信),6474
35371,2007-08-31,耐久財(交通・通信),4366
35372,2007-09-30,耐久財(交通・通信),5544
35373,2007-10-31,耐久財(交通・通信),5120
35374,2007-11-30,耐久財(交通・通信),1393
35375,2007-12-31,耐久財(交通・通信),6239
35376,2008-01-31,耐久財(交通・通信),7321
35377,2008-02-29,耐久財(交通・通信),2869
35378,2008-03-31,耐久財(交通・通信),5329
35379,2008-04-30,耐久財(交通・通信),5792
35380,2008-05-31,耐久財(交通・通信),6089
35381,2008-06-30,耐久財(交通・通信),5881
35382,2008-07-31,耐久財(交通・通信),7735
35383,2008-08-31,耐久財(交通・通信),6370
35384,2008-09-30,耐久財(交通・通信),4646
35385,2008-10-31,耐久財(交通・通信),5410
35386,2008-11-30,耐久財(交通・通信),4054
35387,2008-12-31,耐久財(交通・通信),4658
35388,2009-01-31,耐久財(交通・通信),4188
35389,2009-02-28,耐久財(交通・通信),7657
35390,2009-03-31,耐久財(交通・通信),7178
35391,2009-04-30,耐久財(交通・通信),4867
35392,2009-05-31,耐久財(交通・通信),4636
35393,2009-06-30,耐久財(交通・通信),6470
35394,2009-07-31,耐久財(交通・通信),6819
35395,2009-08-31,耐久財(交通・通信),5193
35396,2009-09-30,耐久財(交通・通信),5924
35397,2009-10-31,耐久財(交通・通信),7360
35398,2009-11-30,耐久財(交通・通信),3818
35399,2009-12-31,耐久財(交通・通信),9195
35400,2010-01-31,耐久財(交通・通信),7167
35401,2010-02-28,耐久財(交通・通信),5739
35402,2010-03-31,耐久財(交通・通信),11008
35403,2010-04-30,耐久財(交通・通信),3836
35404,2010-05-31,耐久財(交通・通信),6464
35405,2010-06-30,耐久財(交通・通信),5968
35406,2010-07-31,耐久財(交通・通信),8830
35407,2010-08-31,耐久財(交通・通信),7982
35408,2010-09-30,耐久財(交通・通信),7059
35409,2010-10-31,耐久財(交通・通信),4937
35410,2010-11-30,耐久財(交通・通信),3783
35411,2010-12-31,耐久財(交通・通信),5068
35412,2011-01-31,耐久財(交通・通信),5509
35413,2011-02-28,耐久財(交通・通信),4956
35414,2011-03-31,耐久財(交通・通信),7028
35415,2011-04-30,耐久財(交通・通信),5088
35416,2011-05-31,耐久財(交通・通信),3173
35417,2011-06-30,耐久財(交通・通信),4040
35418,2011-07-31,耐久財(交通・通信),4726
35419,2011-08-31,耐久財(交通・通信),4324
35420,2011-09-30,耐久財(交通・通信),3934
35421,2011-10-31,耐久財(交通・通信),5171
35422,2011-11-30,耐久財(交通・通信),4383
35423,2011-12-31,耐久財(交通・通信),4893
35424,2012-01-31,耐久財(交通・通信),4881
35425,2012-02-29,耐久財(交通・通信),6124
35426,2012-03-31,耐久財(交通・通信),10339
35427,2012-04-30,耐久財(交通・通信),7599
35428,2012-05-31,耐久財(交通・通信),6391
35429,2012-06-30,耐久財(交通・通信),8372
35430,2012-07-31,耐久財(交通・通信),7867
35431,2012-08-31,耐久財(交通・通信),7012
35432,2012-09-30,耐久財(交通・通信),7304
35433,2012-10-31,耐久財(交通・通信),5972
35434,2012-11-30,耐久財(交通・通信),4449
35435,2012-12-31,耐久財(交通・通信),6739
35436,2013-01-31,耐久財(交通・通信),6545
35437,2013-02-28,耐久財(交通・通信),8847
35438,2013-03-31,耐久財(交通・通信),14403
35439,2013-04-30,耐久財(交通・通信),6715
35440,2013-05-31,耐久財(交通・通信),3964
35441,2013-06-30,耐久財(交通・通信),6144
35442,2013-07-31,耐久財(交通・通信),6603
35443,2013-08-31,耐久財(交通・通信),4563
35444,2013-09-30,耐久財(交通・通信),7329
35445,2013-10-31,耐久財(交通・通信),10227
